"Match ID","League","Start Date","Duration (s)","Duration (mm:ss)","Radiant Team","Team A","Team A Heroes","Team B","Team B Heroes","Winner"
"36102309","65001","28 Aug 2012 02:58","1281","21:21","Team B","Evil Geniuses","Tiny Leshrac Invoker Keeper of the Light Io","Moscow Five","Sand King Enigma Night Stalker Ancient Apparition Lycan","Team A"
"36255449","65001","28 Aug 2012 06:15","1719","28:39","Team A","Evil Geniuses","Enigma Invoker Shadow Demon Lone Druid Keeper of the Light","Counter Logic Gaming","Morphling Sand King Beastmaster Queen of Pain Rubick","Team A"
"36264265","65001","28 Aug 2012 07:06","1569","26:09","Team B","Evil Geniuses","Crystal Maiden Morphling Sand King Chen Rubick","Counter Logic Gaming","Venomancer Enchantress Bounty Hunter Invoker Brewmaster","Team A"
"37086655","65001","01 Sep 2012 12:28","1639","27:19","Team B","Evil Geniuses","Leshrac Chen Invoker Lone Druid Keeper of the Light","Invictus Gaming","Morphling Tidehunter Venomancer Templar Assassin Dark Seer","Team B"
"37091652","65001","01 Sep 2012 01:14","1415","23:35","Team A","Evil Geniuses","Crystal Maiden Morphling Tidehunter Enigma Rubick","Invictus Gaming","Sand King Leshrac Bounty Hunter Invoker Lone Druid","Team A"
"37095808","65001","01 Sep 2012 01:55","3161","52:41","Team A","Evil Geniuses","Crystal Maiden Morphling Leshrac Bounty Hunter Invoker","Invictus Gaming","Tidehunter Venomancer Luna Night Stalker Rubick","Team B"
"37307486","65001","01 Sep 2012 09:31","2627","43:47","Team B","Evil Geniuses","Tidehunter Tinker Leshrac Enchantress Chaos Knight","Unknown Radiant Team","Morphling Lina Enigma Venomancer Naga Siren","Team B"
"41536593","13","17 Sep 2012 08:22","1278","21:18","Team A","Evil Geniuses","Tiny Venomancer Templar Assassin Chen Rubick","Unknown Dire Team","Anti-Mage Earthshaker Nature's Prophet Ancient Apparition Invoker","Team A"
"42255122","13","20 Sep 2012 08:23","891","14:51","Team A","Evil Geniuses","Windranger Templar Assassin Chen Invoker Rubick","Unknown Dire Team","Shadow Shaman Venomancer Enchantress Huskar Lycan","Team A"
"43224949","13","23 Sep 2012 08:19","2542","42:22","Team A","Evil Geniuses","Windranger Enigma Venomancer Faceless Void Rubick","Team Quantic","Puck Lina Tidehunter Lycan Naga Siren","Team B"
"43254951","12","23 Sep 2012 10:16","859","14:19","Team A","Evil Geniuses","Dragon Knight Leshrac Omniknight Chen Chaos Knight","Potm Bottom","Crystal Maiden Slardar Tidehunter Enigma Lycan","Team A"
"43261140","12","23 Sep 2012 10:48","2615","43:35","Team B","Evil Geniuses","Earthshaker Morphling Ancient Apparition Brewmaster Rubick","Potm Bottom","Shadow Fiend Tidehunter Venomancer Dragon Knight Chen","Team B"
"43275923","12","24 Sep 2012 12:01","2307","38:27","Team A","Evil Geniuses","Anti-Mage Windranger Tidehunter Venomancer Rubick","Potm Bottom","Shadow Shaman Dragon Knight Bounty Hunter Invoker Shadow Demon","Team A"
"43493761","13","24 Sep 2012 08:13","3129","52:09","Team A","Evil Geniuses","Tidehunter Queen of Pain Venomancer Spirit Breaker Rubick","mousesports","Anti-Mage Shadow Shaman Templar Assassin Bounty Hunter Io","Team B"
"43732432","13","25 Sep 2012 08:34","2404","40:04","Team A","Evil Geniuses","Tidehunter Dragon Knight Dark Seer Chaos Knight Io","The Retry","Morphling Kunkka Leshrac Nature's Prophet Shadow Demon","Team A"
"43958790","13","26 Sep 2012 06:58","1467","24:27","Team A","Evil Geniuses","Venomancer Pugna Nature's Prophet Chen Chaos Knight","Team Empire","Morphling Tiny Windranger Leshrac Io","Team B"
"43977506","13","26 Sep 2012 08:15","3637","1:00:37","Team B","Evil Geniuses","Storm Spirit Bounty Hunter Chen Chaos Knight Io","FnaticRaidCall","Sand King Shadow Shaman Enigma Invoker Lycan","Team A"
"43998393","13","26 Sep 2012 09:43","2408","40:08","Team B","Evil Geniuses","Morphling Vengeful Spirit Tidehunter Venomancer Broodmother","AbsoluteLegends","Enigma Templar Assassin Leshrac Nature's Prophet Night Stalker","Team A"
"44228096","13","27 Sep 2012 08:14","3131","52:11","Team A","Evil Geniuses","Tidehunter Enigma Luna Invoker Keeper of the Light","Virtus.pro","Beastmaster Queen of Pain Leshrac Lifestealer Chen","Team B"
"44249681","12","27 Sep 2012 09:47","2148","35:48","Team A","Evil Geniuses","Anti-Mage Tidehunter Dark Seer Invoker Disruptor","Counter Logic Gaming","Morphling Sand King Queen of Pain Leshrac Enchantress","Team A"
"44263694","12","27 Sep 2012 11:06","3565","59:25","Team B","Evil Geniuses","Nature's Prophet Chen Invoker Shadow Demon Lone Druid","Counter Logic Gaming","Morphling Shadow Shaman Tidehunter Night Stalker Rubick","Team A"
"44501476","13","28 Sep 2012 08:29","1301","21:41","Team A","Evil Geniuses","Dragon Knight Leshrac Omniknight Chen Chaos Knight","Darer","Mirana Tidehunter Warlock Nature's Prophet Invoker","Team A"
"44821217","13","29 Sep 2012 08:05","3518","58:38","Team A","Evil Geniuses","Juggernaut Tidehunter Enigma Queen of Pain Chen","MoscowFive","Windranger Leshrac Nature's Prophet Ancient Apparition Naga Siren","Team B"
"45152412","13","30 Sep 2012 07:32","1541","25:41","Team A","Evil Geniuses","Dragon Knight Leshrac Omniknight Chen Chaos Knight","Natus Vincere","Morphling Sand King Windranger Nature's Prophet Broodmother","Team A"
"45719811","13","02 Oct 2012 09:48","1895","31:35","Team A","Evil Geniuses","Anti-Mage Sand King Windranger Shadow Demon Rubick","Kharkiv Team","Juggernaut Enigma Beastmaster Leshrac Invoker","Team A"
"46254734","13","04 Oct 2012 08:28","2946","49:06","Team B","Evil Geniuses","Shadow Shaman Sniper Nature's Prophet Ursa Keeper of the Light","Skanes Elit","Venomancer Templar Assassin Leshrac Broodmother Brewmaster","Team B"
"46273208","11","04 Oct 2012 09:42","2992","49:52","Team A","Evil Geniuses","Shadow Fiend Lina Enigma Disruptor Naga Siren","Skanes Elit","Morphling Pudge Shadow Shaman Tidehunter Venomancer","Team B"
"46289937","11","04 Oct 2012 10:57","1021","17:01","Team B","Evil Geniuses","Vengeful Spirit Enigma Ancient Apparition Invoker Naga Siren","Skanes Elit","Shadow Shaman Tidehunter Venomancer Gyrocopter Rubick","Team A"
"46298247","11","04 Oct 2012 11:40","2218","36:58","Team A","Evil Geniuses","Morphling Sand King Enigma Shadow Demon Rubick","Skanes Elit","Tidehunter Queen of Pain Venomancer Chaos Knight Io","Team A"
"46308958","11","05 Oct 2012 12:50","2069","34:29","Team B","Evil Geniuses","Anti-Mage Earthshaker Venomancer Templar Assassin Keeper of the Light","Skanes Elit","Shadow Shaman Tidehunter Luna Leshrac Shadow Demon","Team A"
"46316619","11","05 Oct 2012 01:45","3291","54:51","Team A","Evil Geniuses","Tiny Enigma Venomancer Dragon Knight Dark Seer","Skanes Elit","Ancient Apparition Invoker Brewmaster Rubick Naga Siren","Team A"
"48019084","12","09 Oct 2012 06:33","2992","49:52","Team B","Evil Geniuses","Enigma Leshrac Dark Seer Bounty Hunter Chaos Knight","Skanes Elit","Tidehunter Venomancer Templar Assassin Luna Jakiro","Team A"
"48041033","12","09 Oct 2012 07:40","2737","45:37","Team A","Evil Geniuses","Anti-Mage Templar Assassin Jakiro Shadow Demon Keeper of the Light","Skanes Elit","Windranger Venomancer Faceless Void Leshrac Chaos Knight","Team A"
"48359657","12","10 Oct 2012 09:23","1913","31:53","Team B","Evil Geniuses","Venomancer Leshrac Clinkz Batrider Chaos Knight","mousesports","Shadow Fiend Tiny Shadow Shaman Enigma Rubick","Team A"
"48372450","12","10 Oct 2012 10:17","1743","29:03","Team A","Evil Geniuses","Sand King Tiny Lone Druid Rubick Io","mousesports","Enigma Warlock Enchantress Lycan Chaos Knight","Team A"
"50515651","12","17 Oct 2012 10:47","4573","1:16:13","Team A","Evil Geniuses","Leshrac Dark Seer Bounty Hunter Brewmaster Rubick","Team Quantic","Sand King Windranger Templar Assassin Jakiro Chen","Team A"
"50519422","12","17 Oct 2012 11:20","2517","41:57","Team B","Evil Geniuses","Juggernaut Shadow Shaman Dark Seer Undying Rubick","Team Quantic","Anti-Mage Queen of Pain Venomancer Nature's Prophet Batrider","Team A"
"50769463","12","18 Oct 2012 09:14","2094","34:54","Team B","Evil Geniuses","Pudge Windranger Ursa Keeper of the Light Io","We haz Asian","Faceless Void Dark Seer Jakiro Chen Disruptor","Team A"
"50782210","12","18 Oct 2012 10:04","1572","26:12","Team A","Evil Geniuses","Anti-Mage Templar Assassin Nature's Prophet Jakiro Chen","We haz Asian","Sand King Queen of Pain Venomancer Undying Naga Siren","Team A"
"53188944","17","25 Oct 2012 02:22","2165","36:05","Team A","Evil Geniuses","Nature's Prophet Lifestealer Jakiro Batrider Invoker","TeamFavi","Anti-Mage Tidehunter Venomancer Night Stalker Rubick","Team A"
"53209247","17","25 Oct 2012 03:27","2849","47:29","Team B","Evil Geniuses","Nature's Prophet Chen Invoker Chaos Knight Io","TeamFavi","Sven Tidehunter Tinker Shadow Demon Rubick","Team B"
"53510908","17","26 Oct 2012 09:47","2975","49:35","Team B","Evil Geniuses","Clockwerk Bounty Hunter Jakiro Undying Disruptor","e-Club[MUFC]","Sand King Tiny Lich Batrider Chen","Team B"
"53534174","17","26 Oct 2012 11:16","2460","41:00","Team A","Evil Geniuses","Shadow Shaman Nature's Prophet Lifestealer Batrider Invoker","e-Club[MUFC]","Queen of Pain Night Stalker Broodmother Disruptor Keeper of the Light","Team A"
"54961722","17","29 Oct 2012 09:04","1591","26:31","Team B","Evil Geniuses","Axe Enigma Lifestealer Ancient Apparition Invoker","LGD-GAMING","Dragon Knight Bounty Hunter Jakiro Naga Siren Keeper of the Light","Team B"
"54974900","17","29 Oct 2012 10:04","1474","24:34","Team A","Evil Geniuses","Anti-Mage Pudge Templar Assassin Jakiro Keeper of the Light","LGD-GAMING","Slardar Leshrac Invoker Shadow Demon Naga Siren","Team A"
"56380076","17","01 Nov 2012 01:24","1425","23:45","Team B","Evil Geniuses","Leshrac Night Stalker Batrider Rubick Naga Siren","Invictus Gaming","Shadow Fiend Pudge Enigma Dark Seer Jakiro","Team A"
"56401485","17","01 Nov 2012 02:20","1679","27:59","Team A","Evil Geniuses","Axe Broodmother Jakiro Brewmaster Rubick","Invictus Gaming","Juggernaut Sven Templar Assassin Luna Leshrac","Team B"
"58803790","17","06 Nov 2012 02:37","1889","31:29","Team B","Evil Geniuses","Dragon Knight Leshrac Omniknight Chen Chaos Knight","Unknown Radiant Team","Shadow Shaman Queen of Pain Nature's Prophet Night Stalker Bounty Hunter","Team A"
"59649229","17","08 Nov 2012 01:21","2372","39:32","Team B","Evil Geniuses","Slardar Leshrac Omniknight Chen Chaos Knight","LGD-GAMING","Storm Spirit Lifestealer Bounty Hunter Jakiro Keeper of the Light","Team B"
"59673526","17","08 Nov 2012 02:22","2281","38:01","Team A","Evil Geniuses","Queen of Pain Nature's Prophet Jakiro Brewmaster Rubick","LGD-GAMING","Sven Leshrac Dark Seer Night Stalker Bounty Hunter","Team B"
"60304180","11","09 Nov 2012 08:30","1597","26:37","Team A","Evil Geniuses","Shadow Fiend Lina Tidehunter Dragon Knight Dark Seer","Meet Your Makers","Earthshaker Queen of Pain Lifestealer Bounty Hunter Jakiro","Team A"
"60326019","11","09 Nov 2012 09:17","1846","30:46","Team B","Evil Geniuses","Pudge Nature's Prophet Doom Rubick Io","Meet Your Makers","Tidehunter Enigma Queen of Pain Leshrac Brewmaster","Team A"
"60343497","11","09 Nov 2012 10:01","1625","27:05","Team A","Evil Geniuses","Phantom Lancer Queen of Pain Venomancer Dark Seer Jakiro","Meet Your Makers","Crystal Maiden Storm Spirit Tidehunter Leshrac Shadow Demon","Team A"
"62376230","12","13 Nov 2012 09:16","1610","26:50","Team A","Evil Geniuses","Juggernaut Venomancer Batrider Rubick Visage","Team Empire","Phantom Lancer Templar Assassin Omniknight Jakiro Undying","Team A"
"62393461","12","13 Nov 2012 10:03","2396","39:56","Team B","Evil Geniuses","Puck Sven Lina Io Magnus","Team Empire","Clinkz Jakiro Batrider Chaos Knight Visage","Team A"
"64290073","12","17 Nov 2012 06:22","2660","44:20","Team A","Evil Geniuses","Sven Tidehunter Beastmaster Shadow Demon Io","NBL","Shadow Shaman Faceless Void Dark Seer Night Stalker Rubick","Team A"
"64328543","12","17 Nov 2012 07:35","2903","48:23","Team B","Evil Geniuses","Tiny Queen of Pain Dark Seer Shadow Demon Io","NBL","Shadow Shaman Phantom Assassin Broodmother Keeper of the Light Magnus","Team B"
"64364961","12","17 Nov 2012 08:48","2315","38:35","Team A","Evil Geniuses","Sven Enigma Templar Assassin Dark Seer Shadow Demon","NBL","Tiny Vengeful Spirit Nature's Prophet Batrider Magnus","Team A"
"64835897","12","18 Nov 2012 06:27","2126","35:26","Team A","Evil Geniuses","Juggernaut Sven Lina Bounty Hunter Rubick","Team Empire","Bane Templar Assassin Clinkz Jakiro Undying","Team B"
"64870970","12","18 Nov 2012 07:38","2183","36:23","Team B","Evil Geniuses","Luna Dragon Knight Jakiro Batrider Undying","Team Empire","Earthshaker Windranger Bounty Hunter Chaos Knight Io","Team B"
"64911815","12","18 Nov 2012 09:13","2299","38:19","Team A","Evil Geniuses","Shadow Fiend Brewmaster Rubick Io Magnus","Team Dignitas","Leshrac Lifestealer Dark Seer Bounty Hunter Jakiro","Team B"
"64934671","12","18 Nov 2012 10:16","1697","28:17","Team B","Evil Geniuses","Venomancer Phantom Assassin Clinkz Undying Magnus","Team Dignitas","Dragon Knight Dark Seer Bounty Hunter Brewmaster Keeper of the Light","Team A"
"64949931","12","18 Nov 2012 11:05","1593","26:33","Team A","Evil Geniuses","Enigma Venomancer Nature's Prophet Gyrocopter Magnus","Team Dignitas","Anti-Mage Templar Assassin Leshrac Undying Rubick","Team A"
"64969104","12","19 Nov 2012 12:19","1967","32:47","Team B","Evil Geniuses","Sven Venomancer Dark Seer Broodmother Shadow Demon","Team Empire","Tidehunter Templar Assassin Jakiro Batrider Naga Siren","Team B"
"64980936","12","19 Nov 2012 01:15","1531","25:31","Team A","Evil Geniuses","Earthshaker Windranger Enigma Templar Assassin Broodmother","Team Empire","Sand King Sven Jakiro Undying Keeper of the Light","Team A"
"64990352","12","19 Nov 2012 02:03","2384","39:44","Team B","Evil Geniuses","Windranger Queen of Pain Venomancer Clinkz Undying","Team Empire","Sven Templar Assassin Dark Seer Chen Disruptor","Team B"
"66581801","65002","22 Nov 2012 08:05","1943","32:23","Team B","Evil Geniuses","Venomancer Phantom Assassin Bounty Hunter Undying Magnus","Rigg3D","Luna Leshrac Nature's Prophet Jakiro Io","Team A"
"66620874","65002","22 Nov 2012 09:45","2818","46:58","Team A","Evil Geniuses","Templar Assassin Lifestealer Batrider Rubick Keeper of the Light","Alliance","Vengeful Spirit Luna Bounty Hunter Jakiro Magnus","Team B"
"66644238","65002","22 Nov 2012 11:04","2183","36:23","Team A","Evil Geniuses","Enigma Bounty Hunter Chaos Knight Io Magnus","4 Friends + Chrillee","Pudge Templar Assassin Weaver Jakiro Rubick","Team A"
"67088820","65002","23 Nov 2012 10:12","2746","45:46","Team A","Evil Geniuses","Sven Enigma Dark Seer Invoker Shadow Demon","Natus Vincere","Shadow Fiend Lich Jakiro Chaos Knight Io","Team A"
"67112954","65002","23 Nov 2012 11:29","1963","32:43","Team B","Evil Geniuses","Sven Beastmaster Clinkz Jakiro Undying","Natus Vincere","Vengeful Spirit Windranger Faceless Void Templar Assassin Lycan","Team A"
"67488430","65002","24 Nov 2012 05:26","2274","37:54","Team A","Evil Geniuses","Sven Vengeful Spirit Tidehunter Enigma Invoker","FnaticRaidCall","Faceless Void Clinkz Jakiro Batrider Rubick","Team A"
"67522486","65002","24 Nov 2012 06:31","2435","40:35","Team B","Evil Geniuses","Sven Dragon Knight Leshrac Omniknight Chen","FnaticRaidCall","Tidehunter Enigma Luna Night Stalker Jakiro","Team A"
"67607863","65002","24 Nov 2012 09:16","2226","37:06","Team B","Evil Geniuses","Enigma Venomancer Faceless Void Batrider Rubick","Alliance","Sven Vengeful Spirit Beastmaster Templar Assassin Keeper of the Light","Team A"
"67683588","65002","25 Nov 2012 12:32","2513","41:53","Team A","Evil Geniuses","Juggernaut Vengeful Spirit Enigma Invoker Magnus","Alliance","Sven Leshrac Nature's Prophet Dark Seer Shadow Demon","Team B"
"67700120","65002","25 Nov 2012 01:38","3196","53:16","Team B","Evil Geniuses","Juggernaut Templar Assassin Nature's Prophet Chen Rubick","Alliance","Queen of Pain Faceless Void Bounty Hunter Jakiro Undying","Team B"
"77178441","22","12 Dec 2012 07:18","2160","36:00","Team A","Evil Geniuses","Sven Beastmaster Jakiro Undying Io","DD","Windranger Tinker Venomancer Templar Assassin Leshrac","Team A"
"77208319","22","12 Dec 2012 08:15","1496","24:56","Team B","Evil Geniuses","Lina Tinker Lifestealer Omniknight Undying","DD","Bane Bounty Hunter Invoker Chaos Knight Io","Team A"
"78322375","11","14 Dec 2012 07:22","2042","34:02","Team A","Evil Geniuses","Sven Windranger Tidehunter Jakiro Io","Alliance","Templar Assassin Luna Dark Seer Chen Rubick","Team A"
