"Match ID","League","Start Date","Duration (s)","Duration (mm:ss)","Radiant Team","Team A","Team A Heroes","Team B","Team B Heroes","Winner"
"37578738","65001","02 Sep 2012 09:48","2213","36:53","Team B","Natus Vincere","Anti-Mage Shadow Shaman Beastmaster Rubick Keeper of the Light","LGD-GAMING","Venomancer Dragon Knight Leshrac Dark Seer Naga Siren","Team B"
"37584550","65001","02 Sep 2012 10:41","2561","42:41","Team A","Natus Vincere","Juggernaut Shadow Shaman Enigma Lycan Rubick","LGD-GAMING","Beastmaster Dragon Knight Leshrac Ancient Apparition Naga Siren","Team A"
"37590330","65001","02 Sep 2012 11:40","3076","51:16","Team B","Natus Vincere","Beastmaster Faceless Void Leshrac Enchantress Rubick","LGD-GAMING","Tidehunter Queen of Pain Venomancer Dark Seer Naga Siren","Team A"
"37623177","65001","03 Sep 2012 04:49","1700","28:20","Team A","Natus Vincere","Shadow Shaman Queen of Pain Dark Seer Chen Naga Siren","Invictus Gaming","Templar Assassin Leshrac Night Stalker Broodmother Rubick","Team B"
"37626434","65001","03 Sep 2012 05:33","1140","19:00","Team B","Natus Vincere","Dragon Knight Leshrac Dark Seer Chen Naga Siren","Invictus Gaming","Lina Templar Assassin Night Stalker Broodmother Rubick","Team A"
"37629117","65001","03 Sep 2012 06:11","2310","38:30","Team A","Natus Vincere","Shadow Shaman Dragon Knight Nature's Prophet Rubick Naga Siren","Invictus Gaming","Enigma Queen of Pain Dark Seer Lone Druid Disruptor","Team B"
"37633163","65001","03 Sep 2012 07:06","3434","57:14","Team B","Natus Vincere","Juggernaut Leshrac Lone Druid Rubick Nyx Assassin","Invictus Gaming","Tidehunter Templar Assassin Dark Seer Naga Siren Keeper of the Light","Team B"
"42495564","13","21 Sep 2012 07:08","3362","56:02","Team A","Natus Vincere","Anti-Mage Shadow Shaman Tidehunter Templar Assassin Nature's Prophet","Team Quantic","Windranger Venomancer Brewmaster Disruptor Naga Siren","Team A"
"43728404","13","25 Sep 2012 08:19","1931","32:11","Team B","Natus Vincere","Anti-Mage Lich Beastmaster Templar Assassin Nature's Prophet","Copenhagen Wolves","Windranger Tidehunter Riki Venomancer Rubick","Team B"
"43933044","13","26 Sep 2012 05:12","1355","22:35","Team A","Natus Vincere","Morphling Enigma Dark Seer Ancient Apparition Chaos Knight","MoscowFive","Vengeful Spirit Queen of Pain Nature's Prophet Chen Naga Siren","Team A"
"43944881","13","26 Sep 2012 06:02","1144","19:04","Team A","Natus Vincere","Morphling Shadow Shaman Leshrac Broodmother Naga Siren","AbsoluteLegends","Anti-Mage Tidehunter Beastmaster Nature's Prophet Shadow Demon","Team A"
"44200048","13","27 Sep 2012 06:18","1263","21:03","Team B","Natus Vincere","Pudge Leshrac Bounty Hunter Lycan Chaos Knight","Darer","Storm Spirit Windranger Tidehunter Venomancer Naga Siren","Team A"
"44218597","13","27 Sep 2012 07:30","1274","21:14","Team A","Natus Vincere","Pudge Tidehunter Leshrac Nature's Prophet Naga Siren","mousesports","Tiny Enigma Venomancer Dark Seer Brewmaster","Team A"
"44486934","13","28 Sep 2012 07:35","2277","37:57","Team A","Natus Vincere","Storm Spirit Shadow Shaman Nature's Prophet Dark Seer Chaos Knight","Skanes Elit","Juggernaut Leshrac Chen Treant Protector Io","Team B"
"45134319","13","30 Sep 2012 06:31","2208","36:48","Team B","Natus Vincere","Earthshaker Tinker Leshrac Dark Seer Lone Druid","Counter Logic Gaming","Storm Spirit Lina Nature's Prophet Invoker Naga Siren","Team A"
"45152412","13","30 Sep 2012 07:32","1541","25:41","Team B","Natus Vincere","Morphling Sand King Windranger Nature's Prophet Broodmother","Evil Geniuses","Dragon Knight Leshrac Omniknight Chen Chaos Knight","Team B"
"45403564","13","01 Oct 2012 06:13","3480","58:00","Team A","Natus Vincere","Shadow Shaman Venomancer Invoker Naga Siren Io","Virtus.pro","Anti-Mage Windranger Tidehunter Leshrac Rubick","Team B"
"45648083","13","02 Oct 2012 05:12","947","15:47","Team B","Natus Vincere","Pudge Leshrac Bounty Hunter Disruptor Naga Siren","Ahead.kz","Crystal Maiden Tidehunter Templar Assassin Nature's Prophet Lycan","Team A"
"45670772","13","02 Oct 2012 06:30","1505","25:05","Team B","Natus Vincere","Pudge Shadow Shaman Broodmother Chaos Knight Rubick","Unknown Radiant Team","Morphling Sand King Windranger Venomancer Templar Assassin","Team A"
"45682755","13","02 Oct 2012 07:19","2790","46:30","Team A","Natus Vincere","Shadow Fiend Tidehunter Templar Assassin Leshrac Naga Siren","FnaticRaidCall","Morphling Enigma Queen of Pain Venomancer Lone Druid","Team A"
"48066318","16","09 Oct 2012 09:07","1912","31:52","Team B","Natus Vincere","Mirana Sven Jakiro Naga Siren Io","OverDoZer","Juggernaut Storm Spirit Enigma Clockwerk Leshrac","Team A"
"48078383","16","09 Oct 2012 09:53","2407","40:07","Team A","Natus Vincere","Dazzle Leshrac Lifestealer Bounty Hunter Batrider","OverDoZer","Queen of Pain Venomancer Jakiro Invoker Chaos Knight","Team A"
"49878503","16","15 Oct 2012 05:34","3261","54:21","Team B","Natus Vincere","Clockwerk Night Stalker Jakiro Invoker Naga Siren","Ahead.kz","Pudge Leshrac Bounty Hunter Batrider Chaos Knight","Team A"
"49897572","16","15 Oct 2012 06:38","1363","22:43","Team A","Natus Vincere","Axe Mirana Tidehunter Queen of Pain Dark Seer","Ahead.kz","Enigma Templar Assassin Leshrac Chaos Knight Disruptor","Team A"
"49910186","16","15 Oct 2012 07:24","1162","19:22","Team A","Natus Vincere","Mirana Sven Tidehunter Leshrac Naga Siren","Unknown Dire Team","Crystal Maiden Dazzle Nature's Prophet Bounty Hunter Lone Druid","Team A"
"50674072","13","18 Oct 2012 03:36","1286","21:26","Team B","Natus Vincere","Shadow Shaman Templar Assassin Omniknight Broodmother Bounty Hunter","Virtus.pro","Anti-Mage Crystal Maiden Enigma Batrider Invoker","Team A"
"50685345","13","18 Oct 2012 04:18","1184","19:44","Team A","Natus Vincere","Tidehunter Templar Assassin Bounty Hunter Batrider Brewmaster","Virtus.pro","Death Prophet Pugna Dazzle Leshrac Naga Siren","Team A"
"50718287","13","18 Oct 2012 06:03","1450","24:10","Team A","Natus Vincere","Phantom Lancer Shadow Shaman Templar Assassin Omniknight Bounty Hunter","Team Empire","Windranger Enchantress Chaos Knight Rubick Io","Team A"
"50728799","13","18 Oct 2012 06:47","1569","26:09","Team B","Natus Vincere","Templar Assassin Dragon Knight Leshrac Bounty Hunter Lycan","Team Empire","Shadow Shaman Enigma Batrider Chen Naga Siren","Team A"
"51006772","13","19 Oct 2012 05:43","1147","19:07","Team B","Natus Vincere","Shadow Shaman Omniknight Bounty Hunter Alchemist Rubick","Pulse","Shadow Fiend Leshrac Brewmaster Chaos Knight Io","Team A"
"51021009","13","19 Oct 2012 06:25","1594","26:34","Team A","Natus Vincere","Vengeful Spirit Tidehunter Queen of Pain Dark Seer Chaos Knight","Pulse","Juggernaut Shadow Shaman Leshrac Chen Treant Protector","Team A"
"51036146","13","19 Oct 2012 07:12","1766","29:26","Team B","Natus Vincere","Puck Shadow Shaman Dark Seer Chen Chaos Knight","Pulse","Queen of Pain Venomancer Leshrac Lifestealer Broodmother","Team A"
"51068927","13","19 Oct 2012 08:55","2846","47:26","Team B","Natus Vincere","Pudge Windranger Shadow Shaman Faceless Void Batrider","NBL","Tidehunter Dark Seer Jakiro Chen Gyrocopter","Team A"
"51091525","13","19 Oct 2012 10:06","2471","41:11","Team A","Natus Vincere","Anti-Mage Pudge Tidehunter Enigma Leshrac","NBL","Tiny Broodmother Jakiro Batrider Rubick","Team B"
"51107024","13","19 Oct 2012 11:09","2206","36:46","Team B","Natus Vincere","Shadow Shaman Queen of Pain Clockwerk Lycan Brewmaster","NBL","Pudge Venomancer Pugna Dark Seer Omniknight","Team A"
"51917320","13","21 Oct 2012 09:36","2925","48:45","Team A","Natus Vincere","Leshrac Dark Seer Lycan Chaos Knight Disruptor","Team Empire","Windranger Jakiro Batrider Chen Naga Siren","Team B"
"51936921","13","21 Oct 2012 10:47","3129","52:09","Team B","Natus Vincere","Earthshaker Dark Seer Batrider Chaos Knight Keeper of the Light","Team Empire","Templar Assassin Leshrac Clinkz Undying Disruptor","Team A"
"51953632","13","22 Oct 2012 12:03","1932","32:12","Team A","Natus Vincere","Bane Pudge Batrider Chen Chaos Knight","Team Empire","Puck Leshrac Nature's Prophet Bounty Hunter Doom","Team A"
"53296973","16","25 Oct 2012 07:23","2556","42:36","Team B","Natus Vincere","Axe Mirana Tidehunter Ancient Apparition Undying","Unknown Radiant Team","Windranger Enigma Nature's Prophet Chaos Knight Rubick","Team A"
"53321802","16","25 Oct 2012 08:20","864","14:24","Team A","Natus Vincere","Pugna Leshrac Bounty Hunter Jakiro Brewmaster","Unknown Dire Team","Riki Nature's Prophet Invoker Lone Druid Rubick","Team A"
"53733166","16","26 Oct 2012 06:44","1840","30:40","Team A","Natus Vincere","Phantom Lancer Shadow Shaman Batrider Chaos Knight Magnus","NBL","Tiny Bounty Hunter Nyx Assassin Keeper of the Light Io","Team B"
"53763941","16","26 Oct 2012 07:42","1658","27:38","Team B","Natus Vincere","Sniper Queen of Pain Leshrac Bounty Hunter Jakiro","NBL","Sand King Outworld Devourer Undying Keeper of the Light Magnus","Team B"
"53780877","16","26 Oct 2012 08:25","1999","33:19","Team B","Natus Vincere","Bane Templar Assassin Omniknight Bounty Hunter Batrider","Kaipi","Juggernaut Tidehunter Jakiro Brewmaster Rubick","Team A"
"53800114","16","26 Oct 2012 09:11","1997","33:17","Team A","Natus Vincere","Shadow Shaman Sniper Warlock Templar Assassin Bounty Hunter","Kaipi","Storm Spirit Queen of Pain Jakiro Undying Rubick","Team B"
"54756734","16","28 Oct 2012 06:53","1612","26:52","Team B","Natus Vincere","Windranger Templar Assassin Enchantress Jakiro Chaos Knight","Kaipi","Juggernaut Tiny Bounty Hunter Batrider Rubick","Team A"
"54775378","16","28 Oct 2012 07:33","1487","24:47","Team A","Natus Vincere","Puck Leshrac Bounty Hunter Chaos Knight Io","Kaipi","Anti-Mage Tidehunter Queen of Pain Venomancer Jakiro","Team A"
"61845764","16","12 Nov 2012 06:17","1154","19:14","Team B","Natus Vincere","Pugna Night Stalker Jakiro Chen Undying","Team Empire","Dark Seer Chaos Knight Keeper of the Light Io Magnus","Team B"
"61862852","16","12 Nov 2012 06:52","2279","37:59","Team A","Natus Vincere","Tiny Leshrac Bounty Hunter Keeper of the Light Magnus","Team Empire","Windranger Slardar Templar Assassin Nature's Prophet Jakiro","Team A"
"61920270","18","12 Nov 2012 08:52","1133","18:53","Team B","Natus Vincere","Anti-Mage Earthshaker Riki Nature's Prophet Spectre","Team Empire","Shadow Fiend Kunkka Necrophos Huskar Weaver","Team B"
"62306734","13","13 Nov 2012 06:21","1857","30:57","Team B","Natus Vincere","Bane Sand King Dark Seer Broodmother Chen","Alliance","Templar Assassin Lone Druid Undying Rubick Keeper of the Light","Team B"
"62759571","13","14 Nov 2012 07:19","935","15:35","Team B","Natus Vincere","Enigma Templar Assassin Weaver Jakiro Brewmaster","Team Empire","Sven Dark Seer Clinkz Undying Rubick","Team A"
"63172192","16","15 Nov 2012 06:20","1241","20:41","Team B","Natus Vincere","Tidehunter Templar Assassin Nature's Prophet Bounty Hunter Jakiro","Pulse","Puck Dark Seer Chen Chaos Knight Rubick","Team A"
"63186019","16","15 Nov 2012 06:54","2706","45:06","Team A","Natus Vincere","Batrider Chen Ancient Apparition Invoker Chaos Knight","Pulse","Mirana Dark Seer Bounty Hunter Undying Disruptor","Team A"
"65320972","13","19 Nov 2012 08:34","2659","44:19","Team B","Natus Vincere","Sven Windranger Tinker Templar Assassin Leshrac","Virtus.pro","Venomancer Jakiro Spectre Undying Magnus","Team A"
"65663363","13","20 Nov 2012 05:28","2715","45:15","Team A","Natus Vincere","Anti-Mage Windranger Witch Doctor Templar Assassin Brewmaster","Pulse","Mirana Queen of Pain Dark Seer Jakiro Rubick","Team A"
"66463530","65002","22 Nov 2012 03:34","1600","26:40","Team B","Natus Vincere","Dark Seer Jakiro Chaos Knight Keeper of the Light Io","Out of Tangos","Windranger Necrophos Queen of Pain Chen Rubick","Team A"
"66490572","65002","22 Nov 2012 04:38","3045","50:45","Team B","Natus Vincere","Pudge Windranger Leshrac Bounty Hunter Chen","Unknown Radiant Team","Storm Spirit Vengeful Spirit Lifestealer Dark Seer Jakiro","Team A"
"66536697","65002","22 Nov 2012 06:22","2753","45:53","Team A","Natus Vincere","Axe Mirana Sven Windranger Jakiro","3DMAX","Tiny Venomancer Templar Assassin Dark Seer Keeper of the Light","Team A"
"67088820","65002","23 Nov 2012 10:12","2746","45:46","Team B","Natus Vincere","Shadow Fiend Lich Jakiro Chaos Knight Io","Evil Geniuses","Sven Enigma Dark Seer Invoker Shadow Demon","Team B"
"67112954","65002","23 Nov 2012 11:29","1963","32:43","Team A","Natus Vincere","Vengeful Spirit Windranger Faceless Void Templar Assassin Lycan","Evil Geniuses","Sven Beastmaster Clinkz Jakiro Undying","Team B"
"73445227","20","05 Dec 2012 05:17","1877","31:17","Team B","Natus Vincere","Puck Luna Lifestealer Bounty Hunter Jakiro","3DMAX","Venomancer Dark Seer Batrider Rubick Naga Siren","Team B"
"73485045","20","05 Dec 2012 06:40","2744","45:44","Team B","Natus Vincere","Templar Assassin Dark Seer Jakiro Brewmaster Lone Druid","NoWay","Queen of Pain Luna Batrider Rubick Keeper of the Light","Team A"
"73534607","16","05 Dec 2012 08:22","2109","35:09","Team B","Natus Vincere","Phantom Lancer Puck Enigma Bounty Hunter Jakiro","Kaipi","Dark Seer Night Stalker Batrider Rubick Keeper of the Light","Team B"
"73551111","16","05 Dec 2012 09:15","1991","33:11","Team A","Natus Vincere","Bane Queen of Pain Templar Assassin Dark Seer Batrider","Kaipi","Juggernaut Tiny Bounty Hunter Shadow Demon Io","Team A"
"73903446","20","06 Dec 2012 05:19","1782","29:42","Team B","Natus Vincere","Tiny Bounty Hunter Batrider Invoker Shadow Demon","Technical Knock OuT","Juggernaut Queen of Pain Templar Assassin Jakiro Undying","Team A"
"73929833","20","06 Dec 2012 06:14","1587","26:27","Team B","Natus Vincere","Enigma Luna Bounty Hunter Jakiro Batrider","Grandmaster1","Queen of Pain Dragon Knight Dark Seer Chen Shadow Demon","Team A"
"73954726","20","06 Dec 2012 07:04","1513","25:13","Team B","Natus Vincere","Enigma Luna Nature's Prophet Jakiro Magnus","Vrn36rus","Juggernaut Venomancer Dark Seer Batrider Keeper of the Light","Team A"
"74010745","20","06 Dec 2012 09:13","1763","29:23","Team B","Natus Vincere","Queen of Pain Luna Bounty Hunter Jakiro Lycan","FnaticRaidCall","Vengeful Spirit Kunkka Templar Assassin Dark Seer Naga Siren","Team A"
"74034029","16","06 Dec 2012 10:15","2551","42:31","Team B","Natus Vincere","Enigma Lifestealer Bounty Hunter Jakiro Gyrocopter","GreatTeacheOnidzuka45","Sven Faceless Void Leshrac Dark Seer Batrider","Team B"
"74052269","16","06 Dec 2012 11:21","1335","22:15","Team A","Natus Vincere","Dark Seer Jakiro Batrider Chen Lone Druid","GreatTeacheOnidzuka45","Vengeful Spirit Enigma Luna Bounty Hunter Undying","Team A"
"74389048","16","07 Dec 2012 05:32","1409","23:29","Team B","Natus Vincere","Templar Assassin Luna Jakiro Chen Lone Druid","Ahead.kz","Slardar Queen of Pain Bounty Hunter Rubick Nyx Assassin","Team A"
"74411948","16","07 Dec 2012 06:13","2060","34:20","Team A","Natus Vincere","Crystal Maiden Luna Bounty Hunter Brewmaster Magnus","Ahead.kz","Queen of Pain Pugna Dark Seer Jakiro Nyx Assassin","Team A"
"76175646","20","10 Dec 2012 08:12","1825","30:25","Team B","Natus Vincere","Sven Templar Assassin Luna Dark Seer Jakiro","We haz Asian","Lina Venomancer Leshrac Lifestealer Bounty Hunter","Team A"
"77487943","20","13 Dec 2012 12:23","1660","27:40","Team B","Natus Vincere","Windranger Nature's Prophet Lifestealer Dark Seer Jakiro","[Fu]-Heaven-ago","Vengeful Spirit Beastmaster Templar Assassin Luna Shadow Demon","Team A"
"77522829","20","13 Dec 2012 01:39","1022","17:02","Team A","Natus Vincere","Tidehunter Templar Assassin Leshrac Bounty Hunter Alchemist","eyeless","Venomancer Dark Seer Chen Lone Druid Rubick","Team A"
"77565520","20","13 Dec 2012 03:00","1768","29:28","Team B","Natus Vincere","Puck Enigma Luna Broodmother Jakiro","Virtus.pro","Queen of Pain Lifestealer Batrider Shadow Demon Undying","Team B"
"78058498","20","14 Dec 2012 12:29","1263","21:03","Team A","Natus Vincere","Tiny Leshrac Brewmaster Io Magnus","Keep Chilling status(I)Quo","Sven Windranger Templar Assassin Undying Disruptor","Team A"
"78116882","20","14 Dec 2012 02:11","1507","25:07","Team B","Natus Vincere","Templar Assassin Weaver Jakiro Gyrocopter Visage","World Class","Necrophos Nature's Prophet Dark Seer Enchantress Io","Team B"
"78936324","20","15 Dec 2012 05:31","1142","19:02","Team A","Natus Vincere","Shadow Shaman Bounty Hunter Jakiro Chen Lone Druid","Technical Knock OuT","Templar Assassin Luna Leshrac Broodmother Rubick","Team A"
"78963046","20","15 Dec 2012 06:10","1485","24:45","Team B","Natus Vincere","Vengeful Spirit Templar Assassin Nature's Prophet Lifestealer Jakiro","Technical Knock OuT","Enigma Queen of Pain Bounty Hunter Gyrocopter Rubick","Team A"
"79121724","20","15 Dec 2012 10:25","1258","20:58","Team B","Natus Vincere","Juggernaut Leshrac Nature's Prophet Jakiro Io","Team Empire","Templar Assassin Luna Dark Seer Chen Undying","Team B"
"79142078","20","15 Dec 2012 11:08","1481","24:41","Team A","Natus Vincere","Enigma Templar Assassin Leshrac Shadow Demon Magnus","Team Empire","Tidehunter Dark Seer Clinkz Weaver Jakiro","Team B"
"79525995","20","16 Dec 2012 02:35","2546","42:26","Team B","Natus Vincere","Sand King Venomancer Templar Assassin Dark Seer Lone Druid","[Fu]-Heaven-ago","Tidehunter Clinkz Batrider Brewmaster Shadow Demon","Team A"
"79567475","20","16 Dec 2012 03:38","1986","33:06","Team A","Natus Vincere","Phantom Lancer Sven Leshrac Weaver Magnus","[Fu]-Heaven-ago","Templar Assassin Luna Nature's Prophet Jakiro Shadow Demon","Team A"
"80313624","21","17 Dec 2012 07:34","1101","18:21","Team B","Natus Vincere","Templar Assassin Dragon Knight Jakiro Chen Lone Druid","FnaticRaidCall","Phantom Lancer Bounty Hunter Chaos Knight Keeper of the Light Io","Team B"
"80856581","16","18 Dec 2012 06:24","1911","31:51","Team B","Natus Vincere","Phantom Lancer Sven Enigma Dark Seer Shadow Demon","DD","Tidehunter Templar Assassin Enchantress Chaos Knight Io","Team A"
"80888408","16","18 Dec 2012 07:11","2296","38:16","Team A","Natus Vincere","Crystal Maiden Slardar Templar Assassin Dark Seer Io","DD","Sand King Luna Clockwerk Chen Rubick","Team A"
